SK_ID_CURR,TARGET
101092,0.10700510
101097,0.11752982
101099,0.01381315
101107,0.14362622
101118,0.03860335
101125,0.15378447
101126,0.00879895
101128,0.01736998
101136,0.05024049
101140,0.12886686
101149,0.08027952
101160,0.12927437
101169,0.19752441
101181,0.04223170
101186,0.01112213
101190,0.03521323
101193,0.08024916
101194,0.10068409
101198,0.11230771
101200,0.02334510
101204,0.01641063
101211,0.05729824
101213,0.03737797
101223,0.02940779
101225,0.12888421
101237,0.04943384
101243,0.07360986
101244,0.11281211
101258,0.03095332
101259,0.12503976
101268,0.14079781
101269,0.07911748
101271,0.03771773
101279,0.03496796
101281,0.13837690
101287,0.07967248
101292,0.02268905
101294,0.03225817
101296,0.08315339
101297,0.02319939
101299,0.02634254
101301,0.04215547
101305,0.09043887
101308,0.25191948
101318,0.00781450
101327,0.28092862
101329,0.01500872
101332,0.04562452
101337,0.04381217
101343,0.02995524
101345,0.01818627
101346,0.01143050
101353,0.01605685
101354,0.10260679
101355,0.16201498
101356,0.02144710
101362,0.13070610
101363,0.44118998
101365,0.02481934
101366,0.07783765
101367,0.23102978
101368,0.00738720
101374,0.10848640
101380,0.02012323
101383,0.02629519
101398,0.01644508
101399,0.19547596
101401,0.20895357
101412,0.06537478
101426,0.06191055
101427,0.30210299
101428,0.11968082
101429,0.14089206
101434,0.02615810
101440,0.20834290
101448,0.13344128
101449,0.02850969
101465,0.03253283
101467,0.04856529
101472,0.04782856
101478,0.18370377
101497,0.04732995
101504,0.03361872
101547,0.01603000
101548,0.08135897
101555,0.06859634
101570,0.01961303
101572,0.02510892
101578,0.03875501
101580,0.14811367
101588,0.09862020
101602,0.04097619
101610,0.18350545
101614,0.04511265
101616,0.03635305
101643,0.11670902
101644,0.04636325
101649,0.04214529
101650,0.04508397
101665,0.01317730
101667,0.08350549
101669,0.08847651
101674,0.09238433
101675,0.01433262
101678,0.15069515
101682,0.03974242
101686,0.03748845
101697,0.33320847
101700,0.45664317
101711,0.03946639
101714,0.04374982
101715,0.26609210
101728,0.02115580
101732,0.04021767
101757,0.19756849
101758,0.02346598
101759,0.04456734
101762,0.01658122
101764,0.03988134
101780,0.20736259
101784,0.01655669
101789,0.01408430
101816,0.07770738
101819,0.04923299
101827,0.01233062
101863,0.04211309
101867,0.02629301
101870,0.02228948
101873,0.29261092
101878,0.05871464
101879,0.03914300
101880,0.02045112
101887,0.04189022
101897,0.01966337
101901,0.08107280
101903,0.13505555
101920,0.04494194
101921,0.03322728
101922,0.07535883
101961,0.15135675
101962,0.01388014
101971,0.03212243
101976,0.37913979
102002,0.10587132
102005,0.01977462
102007,0.36097431
102017,0.04297674
102019,0.23602526
102029,0.01308118
102051,0.15047587
102052,0.00841431
102054,0.02578156
102062,0.05092405
102067,0.14658973
102068,0.07842721
102070,0.04937495
102090,0.12415542
102092,0.04014495
102099,0.07156516
102100,0.02583232
102112,0.11609156
102113,0.02474466
102122,0.09975741
102123,0.03801229
102125,0.02753951
102126,0.14466569
102146,0.01742600
102147,0.08882616
102151,0.03981801
102158,0.19151845
102159,0.02401941
102162,0.04564575
102165,0.03180912
102166,0.04306999
102174,0.02498513
102193,0.21619095
102198,0.02329465
102205,0.14403671
102206,0.00708956
102218,0.02001716
102221,0.03441166
102230,0.06535948
102238,0.04570396
102248,0.04339610
102252,0.15663061
102259,0.06202706
102262,0.14474125
102273,0.02762664
102286,0.15297260
102293,0.01371683
102294,0.04287493
102296,0.06405696
102298,0.07044785
102303,0.02071536
102309,0.03668985
102315,0.03208001
102340,0.08042482
102342,0.08361885
102344,0.03854338
102346,0.08997790
102347,0.01935453
102374,0.10085021
102380,0.06393794
102387,0.02244868
102393,0.04094734
102403,0.02005292
102413,0.04094070
102414,0.01210228
102415,0.02415150
102416,0.12278132
102439,0.05821313
102441,0.02136486
102443,0.01855221
102444,0.06220827
102445,0.09583640
102448,0.04402507
102449,0.07126593
102450,0.17523566
102456,0.01740764
102458,0.13047824
102459,0.08338182
102465,0.02267375
102470,0.27617482
102471,0.03084919
102475,0.03244747
102476,0.14593772
102506,0.03613452
102509,0.02226963
102519,0.01962436
102522,0.03262177
102545,0.02506814
102549,0.02889066
102562,0.01702585
102563,0.01455232
102568,0.14634921
102582,0.03324953
102592,0.02234351
102597,0.08440357
102605,0.03174829
102614,0.01551526
102617,0.11225799
102634,0.05264471
102652,0.02131125
102655,0.01018291
102671,0.04818461
102694,0.20712197
102701,0.06788710
102703,0.01414637
102704,0.01676327
102713,0.00837821
102720,0.08849482
102731,0.02622291
102733,0.03381341
102749,0.04460151
102755,0.09256734
102763,0.01553507
102770,0.05607597
102772,0.07048925
102799,0.11544956
102838,0.01110456
102854,0.01283681
102862,0.22944015
102863,0.02104854
102867,0.01024376
102868,0.00899171
102878,0.07797770
102887,0.02540155
102898,0.34481009
102904,0.09577423
102912,0.04203715
102919,0.03627802
102927,0.06942573
102932,0.05381512
102933,0.07672856
102935,0.01657161
102958,0.05528841
102969,0.33564870
102971,0.02607223
102975,0.06449370
102979,0.03102380
102982,0.00726736
102987,0.20077207
102989,0.05064538
102995,0.06708339
102996,0.02248393
103000,0.08937623
103001,0.09643278
103004,0.02725518
103010,0.01555170
103025,0.25223122
103029,0.01663968
103046,0.05604926
103056,0.03435771
103062,0.08699674
103078,0.02426946
103083,0.02338171
103092,0.03820899
103096,0.04313918
103097,0.10275194
103102,0.21935897
103112,0.07152311
103132,0.01622162
103144,0.05447581
103145,0.09461149
103146,0.01029902
103147,0.04809835
103158,0.02126465
103171,0.08661046
103173,0.04331611
103184,0.03604848
103195,0.11023386
103196,0.07856885
103206,0.01996230
103230,0.18311545
103231,0.10303656
103232,0.02757070
103239,0.11753954
103240,0.12474364
103243,0.02095125
103252,0.07672083
103258,0.03660762
103259,0.10321502
103279,0.03289240
103280,0.00549645
103286,0.05642601
103287,0.25055122
103290,0.00871813
103298,0.02537837
103315,0.00614155
103319,0.01873343
103334,0.33524718
103336,0.03326795
103345,0.03893169
103368,0.02634597
103371,0.23014407
103377,0.02336339
103398,0.04087494
103404,0.08042700
103408,0.12976606
103410,0.04912586
103418,0.02086508
103420,0.14098260
103432,0.04903312
103433,0.01604016
103436,0.01022605
103440,0.02088413
103453,0.04198924
103459,0.03156123
103460,0.05484608
103461,0.00967580
103462,0.03690879
103473,0.17905740
103474,0.01603897
103475,0.15824551
103478,0.09564636
103480,0.06404007
103484,0.02426631
103494,0.18394614
103513,0.02313312
103515,0.07017872
103516,0.14339796
103525,0.08822064
103541,0.21314980
103544,0.01223898
103562,0.32604529
103570,0.42674924
103572,0.14128745
103574,0.01819709
103575,0.05110966
103591,0.17272842
103594,0.01304252
103609,0.05329893
103613,0.13536131
103614,0.03396902
103615,0.03903211
103624,0.03922394
103625,0.12062209
103628,0.22422513
103629,0.01237904
103647,0.04422116
103648,0.08544138
103651,0.03387635
103658,0.02700479
103668,0.12720625
103669,0.02901558
103676,0.05358299
103682,0.02645857
103683,0.05561200
103689,0.02469263
103725,0.06908756
103733,0.13158406
103744,0.02973279
103762,0.09124256
103771,0.41857273
103773,0.00740273
103783,0.04957746
103784,0.05065545
103808,0.00944877
103812,0.04974530
103813,0.13609714
103814,0.05220107
103818,0.11709841
103824,0.01977775
103828,0.00814552
103830,0.32937573
103840,0.01703929
103842,0.07635754
103847,0.17026229
103848,0.09528957
103851,0.02135987
103854,0.05934985
103857,0.15443305
103861,0.01896615
103862,0.04925019
103865,0.03328791
103870,0.01194046
103876,0.01261718
103891,0.29094864
103908,0.06443562
103914,0.10026069
103918,0.05327678
103940,0.01297393
103963,0.12559221
103966,0.05655037
103971,0.16298702
103980,0.09903717
103984,0.04937885
103985,0.02686028
103998,0.38785103
104019,0.01832362
104026,0.02465193
104035,0.06518868
104044,0.05909883
104045,0.05342898
104047,0.23756404
104051,0.02621914
104058,0.03102040
104063,0.02278434
104066,0.27616362
104087,0.02046281
104089,0.08308201
104095,0.03385182
104098,0.09629015
104104,0.02357498
104110,0.22342486
104120,0.06114900
104122,0.02053676
104131,0.03316312
104132,0.07026841
104135,0.03078602
104136,0.02159644
104149,0.05892758
104150,0.03869063
104156,0.33945813
104165,0.09624251
104175,0.01617546
104179,0.08755046
104184,0.09611458
104206,0.03759338
104216,0.38069213
104230,0.22280891
104257,0.01795454
104272,0.04124872
104273,0.04285935
104278,0.02416304
104294,0.15157495
104295,0.02825656
104297,0.04603780
104298,0.06742665
104308,0.02861900
104318,0.03328403
104319,0.10673618
104320,0.07676848
104327,0.11467229
104334,0.03780494
104344,0.02925853
104350,0.03647568
104351,0.17039311
104354,0.03854143
104369,0.06523357
104376,0.14103893
104381,0.05246750
104384,0.08554688
104391,0.02291211
104394,0.03881612
104398,0.28146674
104402,0.00944655
104408,0.06449277
104409,0.02378699
104410,0.58670943
104412,0.03445591
104417,0.07724113
104424,0.07636968
104426,0.02384346
104435,0.06061650
104445,0.02553138
104458,0.01820354
104460,0.01964183
104466,0.01842191
104472,0.13947880
104473,0.06545328
104479,0.01929442
104480,0.01254186
104482,0.05903776
104499,0.02250110
104501,0.01139021
104502,0.00728435
104506,0.13974789
104510,0.00600874
104512,0.06593072
104520,0.17449869
104528,0.08300089
104529,0.01211661
104541,0.04427577
104578,0.01524019
104584,0.04585575
104588,0.08922806
104602,0.13995350
104610,0.01698871
104611,0.17065156
104618,0.04191829
104620,0.06373803
104622,0.01466115
104624,0.02882965
104625,0.11244888
104634,0.08245165
104639,0.07065098
104646,0.01182932
104647,0.04960071
104652,0.02820777
104670,0.06195518
104677,0.01195123
104685,0.06247819
104691,0.03162725
104696,0.07547263
104699,0.01131281
104712,0.13683071
104714,0.01599756
104717,0.08338501
104718,0.02778361
104740,0.05516473
104741,0.04401354
104743,0.00652803
104744,0.02095563
104747,0.04838493
104767,0.03233855
104772,0.13556311
104776,0.16680518
104779,0.04156452
104814,0.02285984
104815,0.03843376
104830,0.05115397
104831,0.08381364
104833,0.06853897
104839,0.01753843
104840,0.02301778
104860,0.11156149
104861,0.01952021
104866,0.04610125
104870,0.01215356
104877,0.06614924
104878,0.01317595
104879,0.03067589
104880,0.10546620
104899,0.01793845
104906,0.02886831
104907,0.06129199
104913,0.06104996
104916,0.06058129
104921,0.07955344
104930,0.03373381
104931,0.26620946
104936,0.01653297
104937,0.02294863
104942,0.01252597
104943,0.07944785
104969,0.05039858
104972,0.22533173
104988,0.07510874
105013,0.01481937
105015,0.02251215
105019,0.05060507
105027,0.03809570
105030,0.08140239
105035,0.24614416
105041,0.01000216
105051,0.23274402
105056,0.04112824
105067,0.33372273
105071,0.04530198
105072,0.01160944
105074,0.09596952
105091,0.04009030
105101,0.02137562
105103,0.06452567
105134,0.05042669
105139,0.01692944
105142,0.11208929
105146,0.08670450
105163,0.09808351
105168,0.05125684
105172,0.01642012
105176,0.40397003
105195,0.04185077
105196,0.20206489
105197,0.01508906
105203,0.04736452
105223,0.11240899
105227,0.19269565
105228,0.01907447
105230,0.10208223
105231,0.13660430
105239,0.03200213
105242,0.19305516
105244,0.03816833
105245,0.03699208
105248,0.02285392
105249,0.02877301
105266,0.12559262
105271,0.19262933
105276,0.05856984
105282,0.04277831
105292,0.11246528
105297,0.00921194
105332,0.05105573
105333,0.01907077
105343,0.04620364
105344,0.02858460
105345,0.15894043
105357,0.03225127
105359,0.09738760
105366,0.05583300
105367,0.03479883
105370,0.00587046
105377,0.03876792
105390,0.03603951
105399,0.01331506
105403,0.17916813
105404,0.03636453
105414,0.01434230
105417,0.04988649
105425,0.21109066
105452,0.22603613
105454,0.06930513
105456,0.05171735
105470,0.04411785
105471,0.02692654
105483,0.13451811
105493,0.39477484
105508,0.07708366
105514,0.04412167
105515,0.01346276
105528,0.21224128
105529,0.01651457
105531,0.03695419
105532,0.03866039
105558,0.01746754
105574,0.03507383
105578,0.01507044
105584,0.35694833
105595,0.06353170
105617,0.16338989
105618,0.05017199
105621,0.02983204
105625,0.08500997
105629,0.04578939
105630,0.01039142
105634,0.03368376
105635,0.01989737
105641,0.08375494
105647,0.18624607
105648,0.06394125
105655,0.02943731
105657,0.01790830
105672,0.10908052
105678,0.13757041
105682,0.09165356
105691,0.03666205
105692,0.03035728
105706,0.02954724
105712,0.04164572
105720,0.04680526
105734,0.01212357
105735,0.02642995
105736,0.10732003
105737,0.00773640
105738,0.09402142
105740,0.18653612
105744,0.03049712
105747,0.03252505
105749,0.13997638
105754,0.02406712
105758,0.05045535
105760,0.07576732
105767,0.20594448
105784,0.09932387
105791,0.01097515
105802,0.21275018
105807,0.16398556
105809,0.04127358
105816,0.06340925
105817,0.01347288
105824,0.09888124
105832,0.04707545
105856,0.01178623
105865,0.02388329
105899,0.23926701
105906,0.02263477
105916,0.03603332
105923,0.06191090
105937,0.06873800
105965,0.05254348
105966,0.10267631
105968,0.03461476
105973,0.03436819
105976,0.14355934
105978,0.11125256
105979,0.01609037
105991,0.12883278
105998,0.12944245
105999,0.01759787
106000,0.22254105
106001,0.03092662
106010,0.17939611
106011,0.01541294
106013,0.10356362
106015,0.01578484
106026,0.01962216
106032,0.00843733
106035,0.17945062
106040,0.03946213
106041,0.23665025
106044,0.01591884
106053,0.15720310
106054,0.01380571
106065,0.09538931
106081,0.03673486
106083,0.08421926
106087,0.03045935
106090,0.07303379
106101,0.02409023
106102,0.05314936
106109,0.02828093
106116,0.08338646
106150,0.00965277
106155,0.10088824
106166,0.02465101
106176,0.12743299
106189,0.02268786
106199,0.13642956
106205,0.13565583
106206,0.08342184
106211,0.01421385
106214,0.04293695
106216,0.03488595
106217,0.04002462
106225,0.04320868
106249,0.04366353
106256,0.07000490
106258,0.03669710
106261,0.02982829
106262,0.06517883
106264,0.02501537
106271,0.03846249
106276,0.02010099
106277,0.08083476
106286,0.06463064
106293,0.02304242
106295,0.03954625
106296,0.01889393
106297,0.08521209
106298,0.06046184
106311,0.03733459
106314,0.03148483
106320,0.02681554
106334,0.07652468
106346,0.03800779
106347,0.02516984
106349,0.09152934
106354,0.09188743
106360,0.01060730
106373,0.09970545
106377,0.02659141
106386,0.16842342
106387,0.04132674
106391,0.01325327
106401,0.24112620
106411,0.05276626
106413,0.28772125
106426,0.18085897
106427,0.16483517
106428,0.11363526
106434,0.06614374
106438,0.02762146
106440,0.02481517
106441,0.01685091
106452,0.10566666
106453,0.06092172
106454,0.03267218
106457,0.11038245
106484,0.01838496
106488,0.08435803
106491,0.25743870
106514,0.09329440
106527,0.09011299
106528,0.03225642
106529,0.00974997
106534,0.28991468
106550,0.20439436
106577,0.04716105
106585,0.09603983
106590,0.00699860
106607,0.04806558
106610,0.04520682
106611,0.04213722
106612,0.07037864
106624,0.03020022
106631,0.01113723
106647,0.26133394
106660,0.14814586
106674,0.01630220
106687,0.01423098
106712,0.03554149
106713,0.03498218
106717,0.06484845
106720,0.07442264
106721,0.09844409
106724,0.06051678
106735,0.09073543
106739,0.04008548
106740,0.05201773
106754,0.08840225
106760,0.35999441
106761,0.12101224
106784,0.12028390
106787,0.10856393
106797,0.01533173
106798,0.09790583
106802,0.13991233
106803,0.04781882
106804,0.21587581
106805,0.02379263
106810,0.09997453
106812,0.14037807
106813,0.07558884
106817,0.04678863
106822,0.03937358
106823,0.02775230
106827,0.01658633
106841,0.04662523
106851,0.13626146
106852,0.06847389
106853,0.21129736
106854,0.62893486
106861,0.02799794
106873,0.03890053
106877,0.01858197
106878,0.02342366
106881,0.09415546
106900,0.01583633
106906,0.03411421
106907,0.08079668
106914,0.14164100
106916,0.06848990
106924,0.01046020
106931,0.05405291
106936,0.06993042
106937,0.09697566
106938,0.02239445
106939,0.03558609
106943,0.05136786
106944,0.08323260
106967,0.14317157
106980,0.02901335
106986,0.09418652
106987,0.03401602
106990,0.01409330
107013,0.01764476
107023,0.08225641
107033,0.03029712
107037,0.13555112
107048,0.03438747
107071,0.03260160
107081,0.01685745
107113,0.08741210
107130,0.02411372
107131,0.01380431
107145,0.05214961
107156,0.08782135
107219,0.05819440
107222,0.07336480
107223,0.30094662
107232,0.28091038
107245,0.05585235
107246,0.04582312
107247,0.04318092
107256,0.00778736
107259,0.01708447
107260,0.00606439
107279,0.18544695
107280,0.04617655
107281,0.03389177
107285,0.07268708
107329,0.00988142
107337,0.06603576
107349,0.10855409
107350,0.01595288
107351,0.01479177
107359,0.06739772
107391,0.09889506
107394,0.03635477
107395,0.02557546
107406,0.03098376
107416,0.13123115
107417,0.00944695
107418,0.06849973
107419,0.02428105
107444,0.01118349
107445,0.02037635
107446,0.08315654
107460,0.16973402
107470,0.10041797
107475,0.04138398
107520,0.01910716
107526,0.11947245
107527,0.02293984
107530,0.01188239
107532,0.06877267
107534,0.07564263
107535,0.05075560
107554,0.17036425
107556,0.01946275
107559,0.07890693
107561,0.01685086
107564,0.06977053
107566,0.02956911
107571,0.09866368
107590,0.17750523
107602,0.11149238
107625,0.05229859
107626,0.33509622
107635,0.01076870
107636,0.04594223
107645,0.03389299
107652,0.21470484
107655,0.03338281
107668,0.05123002
107670,0.03542448
107677,0.00334881
107680,0.13880458
107683,0.25830227
107684,0.01534484
107691,0.02890770
107692,0.08333562
107703,0.03555523
107709,0.03126455
107710,0.06429359
107721,0.10643950
107725,0.11473546
107727,0.11897795
107739,0.01729923
107740,0.02768425
107741,0.03538717
107747,0.01991386
107765,0.23697336
107768,0.00833243
107775,0.06492287
107782,0.33511149
107790,0.01674039
107801,0.02708646
107807,0.01513856
107811,0.02000176
107817,0.09906425
107826,0.04147798
107838,0.10453659
107839,0.02848018
107843,0.06666536
107847,0.08410253
107849,0.15167221
107850,0.06930299
107867,0.05363539
107871,0.06276941
107908,0.05198357
107913,0.09194185
107927,0.01942136
107931,0.03643335
107955,0.02642804
107962,0.11421104
107977,0.04611405
107978,0.03027685
107993,0.01693106
108010,0.12757838
108016,0.04165306
108018,0.43016605
108027,0.25544245
108045,0.30064904
108069,0.22945958
108082,0.02816390
108089,0.09059111
108092,0.01936136
108106,0.01499473
108112,0.06163658
108120,0.14911658
108122,0.22750730
108135,0.01221228
108170,0.01303813
108171,0.09085432
108177,0.01072809
108180,0.07442425
108183,0.02219261
108184,0.01401158
108185,0.06376033
108192,0.05897883
108195,0.22869305
108196,0.13056340
108218,0.01177132
108219,0.06347509
108243,0.08303559
108249,0.00876979
108251,0.01554689
108274,0.04650909
108280,0.29952663
108289,0.07121888
108292,0.03858100
108295,0.04311988
108327,0.01975179
108332,0.03976580
108346,0.03705349
108349,0.21994800
108353,0.05842904
108362,0.02770995
108363,0.02968745
108377,0.20624476
108378,0.10470261
108381,0.01336277
108383,0.22757835
108390,0.12954549
108407,0.01548658
108408,0.02673538
108411,0.14319360
108412,0.01576939
108419,0.02180495
108436,0.16953740
108437,0.20248323
108438,0.08215399
108441,0.03634675
108448,0.01440890
108449,0.06634868
108466,0.02971493
108467,0.11579933
108473,0.04032932
108474,0.05636690
108476,0.01947461
108479,0.01240396
108486,0.01018852
108493,0.01474764
108501,0.02256820
108506,0.19386207
108510,0.05530774
108511,0.01996615
108514,0.11151954
108517,0.02195686
108519,0.07704824
108522,0.01831861
108548,0.12394698
108554,0.04617785
108555,0.10933097
108559,0.03286760
108562,0.02428579
108571,0.05923273
108572,0.06610906
108579,0.06267054
108583,0.01407709
108584,0.01199886
108592,0.04689827
108602,0.01769117
108609,0.01416070
108613,0.12891481
108616,0.05434902
108618,0.05728609
108620,0.01338990
108643,0.02194311
108649,0.02175784
108654,0.10221712
108655,0.01504447
108656,0.03723040
108667,0.09901616
108668,0.05853613
108682,0.06827641
108690,0.05413722
108691,0.06371293
108692,0.06669375
108695,0.03449373
108699,0.04388744
108710,0.11493102
108718,0.16382786
108739,0.10636042
108740,0.01736269
108741,0.01035283
108742,0.05566306
108763,0.01001927
108767,0.13366881
108769,0.13924031
108779,0.22106383
108788,0.02611675
108801,0.03144546
108802,0.04472233
108810,0.04517428
108811,0.01163250
108813,0.00768836
108814,0.11098576
108825,0.03474825
108826,0.07879890
108830,0.05289071
108834,0.04223375
108852,0.01728869
108887,0.10953285
108901,0.09514778
108908,0.00978755
108910,0.04861438
108920,0.04075721
108922,0.02176080
108929,0.33586527
108930,0.01779914
108937,0.04599309
108938,0.05891701
108943,0.07455099
108948,0.03747320
108953,0.05651725
108956,0.09449614
108965,0.02695197
108985,0.10160506
108986,0.13156992
108987,0.01816622
108990,0.00637309
108991,0.02831694
108993,0.24045023
109000,0.07184726
109001,0.08395017
109012,0.24116257
109014,0.06999933
109015,0.03203595
109021,0.05117058
109037,0.05616102
109042,0.25170570
109044,0.04048826
109046,0.54373883
109064,0.00435839
109084,0.07062437
109086,0.03104893
109092,0.00561414
109093,0.13750282
109100,0.11312384
109101,0.00383325
109110,0.03385452
109114,0.14987669
109126,0.12075551
109152,0.01260267
109162,0.04776576
109167,0.06956781
109168,0.05586268
109169,0.00950588
109179,0.03044980
109184,0.07006767
109191,0.07829964
109192,0.03926818
109193,0.00937850
109196,0.11281395
109206,0.03645318
109210,0.01689318
109244,0.08661818
109249,0.02270064
109273,0.02610294
109276,0.21479717
109281,0.04557299
109287,0.08120448
109297,0.10249911
109298,0.08273707
109306,0.03179415
109309,0.05237586
109321,0.24907218
109328,0.10683434
109336,0.02256130
109342,0.06201984
109346,0.02355073
109347,0.06107342
109348,0.06766338
109362,0.05141877
109363,0.02245853
109367,0.05236092
109370,0.01841365
109393,0.06999341
109405,0.03402636
109413,0.12743678
109414,0.37373206
109421,0.03263491
109427,0.08885622
109428,0.05402836
109429,0.07930368
109437,0.00971528
109443,0.02241473
109461,0.04206123
109468,0.18376395
109469,0.01297196
109471,0.05634224
109479,0.11021773
109484,0.00939301
109501,0.05580897
109505,0.06681037
109535,0.02384163
109539,0.01327317
109544,0.07236162
109545,0.01207105
109551,0.13003466
109553,0.03411902
109555,0.03239116
109561,0.05116875
109580,0.01955441
109583,0.28120836
109593,0.22193134
109604,0.11208659
109620,0.07708929
109635,0.01822560
109637,0.15050554
109638,0.09630654
109642,0.06058871
109649,0.01407872
109652,0.02097218
109656,0.04901718
109663,0.03050696
109696,0.13771054
109700,0.14311095
109709,0.10127889
109735,0.01907250
109740,0.04321650
109741,0.03902741
109749,0.07361009
109764,0.01381650
109771,0.05284936
109772,0.01879271
109773,0.19452284
109798,0.04702889
109802,0.14453162
109804,0.02332467
109813,0.04861687
109818,0.08196821
109848,0.08997321
109850,0.02442076
109851,0.02719858
109855,0.02030128
109871,0.21881255
109877,0.05793899
109883,0.01857986
109886,0.01059095
109905,0.08640349
109936,0.20219314
109950,0.07750414
109958,0.09633321
109959,0.06013334
109969,0.03147034
109971,0.02451051
109984,0.01548449
109985,0.10664641
109988,0.03893559
109992,0.05305533
110005,0.03406143
110009,0.03325337
110011,0.15787120
110014,0.04695557
110026,0.02505864
110042,0.03463344
110058,0.01164024
110069,0.06906545
110080,0.02986323
110087,0.03202783
110091,0.03349026
110094,0.03887918
110098,0.14393418
110105,0.03662875
110117,0.05112413
110136,0.19053909
110138,0.19994480
110149,0.10275810
110164,0.10439882
110202,0.12759344
110212,0.01086264
110226,0.00759353
110236,0.03174805
110249,0.01505507
110257,0.05451663
110258,0.01025088
110277,0.02111666
110282,0.03887724
110284,0.08405365
110286,0.04467396
110289,0.01540762
110304,0.02658585
110319,0.07153059
110324,0.09076908
110326,0.01827759
110335,0.02575469
110337,0.08336257
110338,0.03078729
110343,0.03537132
110345,0.02333602
110347,0.11874816
110355,0.00794850
110359,0.08158563
110360,0.07805634
110364,0.05023931
110371,0.06365759
110372,0.03243786
110376,0.06916964
110379,0.13990236
110380,0.04592661
110393,0.05200947
110401,0.51612606
110406,0.03577508
110411,0.05678116
110416,0.01482201
110420,0.01208732
110443,0.01812815
110465,0.01376229
110468,0.02965572
110469,0.09186713
110471,0.12891758
110487,0.27016574
110491,0.22927432
110504,0.07764991
110547,0.03491127
110550,0.03703834
110559,0.09743170
110578,0.13922771
110582,0.06083678
110590,0.01407831
110598,0.03048996
110601,0.28028311
110602,0.05889409
110604,0.04161925
110625,0.11660093
110626,0.08873372
110636,0.19457922
110637,0.05418233
110638,0.06854245
110646,0.02549999
110648,0.06774677
110652,0.02447672
110681,0.02918247
110682,0.10022247
110687,0.08678309
110691,0.01239773
110694,0.06628418
110695,0.02997618
110696,0.09842967
110708,0.02217260
110710,0.01756797
110717,0.03187517
110730,0.05722501
110740,0.03455037
110742,0.04316340
110747,0.02283898
110761,0.03132885
110766,0.01952810
110769,0.03013096
110774,0.07527432
110803,0.02338670
110805,0.02166971
110809,0.17157948
110827,0.06142916
110832,0.04902332
110839,0.09450785
110859,0.20622015
110861,0.01563622
110863,0.15017270
110865,0.18053302
110881,0.07843201
110889,0.03656093
110891,0.02024858
110894,0.00795127
110895,0.09996840
110907,0.33495855
110914,0.03900988
110933,0.02611475
110934,0.00671109
110937,0.01879355
110953,0.01533938
110954,0.11942321
110958,0.11854609
110970,0.11446864
110974,0.07713638
110977,0.11348326
110989,0.03122034
110993,0.39674873
110994,0.12767954
111018,0.01752072
111019,0.05193789
111030,0.03347024
111032,0.08219469
111041,0.01493499
111045,0.04101492
111048,0.03369528
111052,0.05202025
111070,0.25279136
111084,0.14594366
111091,0.08900689
111104,0.02466128
111108,0.02378458
